src_addr,dst_addr,src_num_port,dst_num_port,src_num_packet,dst_num_packet,src_num_byte,dst_num_byte,src_size_min_packet,src_size_max_packet,src_size_mean_packet,src_size_stddev_packet,dst_size_min_packet,dst_size_max_packet,dst_size_mean_packet,dst_size_stddev_packet,src_time_min_packet,src_time_max_packet,src_time_mean_packet,src_time_stddev_packet,dst_time_min_packet,dst_time_max_packet,dst_time_mean_packet,dst_time_stddev_packet,read_times,read_num_location,read_length_location,write_times,write_num_location,write_length_location,ilrt,IP_addr,vendor,model,label,label_code,new_label,new_label_code
192.168.158.111,85.200.217.49,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.008,2.004,1.506,0.498,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,85.200.217.49,Schneider Electric,Communication Module:BMX NOE 0100,Schneider,10,Schneider Electric:Communication Module:BMX NOE 0100,16
192.168.158.111,1.41.80.190,1,1,7,8,315,428,40,52,45.0,5.78,40,144,53.5,34.23,0.0,4.699,1.266,1.583,0.321,4.094,1.046,1.262,1,0,0,0,0,0,0.321029,1.41.80.190,Ulusoy Elektrik,RTU:UE-RTU32,Eaton,4,Ulusoy Elektrik:RTU:UE-RTU32,82
192.168.158.111,130.109.135.121,1,1,5,4,223,221,40,52,44.6,5.64,40,89,55.25,20.09,0.0,0.741,0.485,0.286,0.144,0.609,0.45,0.216,1,0,0,0,0,0,0.144486,130.109.135.121,Schneider Electric,Power Meter:PM5111,Schneider,10,Schneider Electric:Power Meter:PM5111,62
192.168.158.111,88.130.219.102,1,1,5,6,223,300,40,52,44.6,5.64,40,96,50.0,20.62,0.0,0.258,0.19,0.11,0.002,0.253,0.15,0.121,1,0,0,0,0,0,0.0,88.130.219.102,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,96.171.65.197,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.006,2.002,1.504,0.498,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,96.171.65.197,Schneider Electric,Power Meter:PM5110,Schneider,10,Schneider Electric:Power Meter:PM5110,61
192.168.158.111,222.191.168.120,1,1,5,4,223,172,40,52,44.6,5.64,40,52,43.0,5.2,0.0,5.001,1.395,2.085,0.006,5.014,1.763,2.301,1,0,0,0,0,0,-1.0,222.191.168.120,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,8,Rockwell Automation/Allen-Bradley:Communication Module:120,6
192.168.158.111,137.125.208.141,1,1,4,5,183,256,40,52,45.75,5.76,40,92,51.2,20.46,0.0,0.33,0.219,0.155,0.002,0.328,0.165,0.163,1,0,0,0,0,0,0.002514,137.125.208.141,Schneider Electric,PLC:TM221ME16R,Schneider,10,Schneider Electric:PLC:TM221ME16R,45
192.168.158.111,193.138.150.23,1,1,5,6,223,300,40,52,44.6,5.64,40,96,50.0,20.62,0.0,0.295,0.207,0.12,0.0,0.269,0.16,0.13,1,0,0,0,0,0,0.0,193.138.150.23,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,34.195.121.23,1,1,2,0,104,0,52,52,52.0,0.0,0,0,0.0,0.0,1.008,1.008,1.008,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,34.195.121.23,Schneider Electric,PLC:TM251MESE,Schneider,10,Schneider Electric:PLC:TM251MESE,54
192.168.158.111,1.41.117.188,1,1,4,4,183,216,40,52,45.75,5.76,40,92,54.0,22.0,0.0,0.534,0.343,0.243,0.04,0.534,0.339,0.215,1,0,0,0,0,0,0.0,1.41.117.188,Schneider Electric,PLC:TM221CE16T,Schneider,10,Schneider Electric:PLC:TM221CE16T,39
192.168.158.111,96.181.151.166,1,1,2,0,104,0,52,52,52.0,0.0,0,0,0.0,0.0,1.007,1.007,1.007,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,96.181.151.166,Schneider Electric,Communication Module:BMX NOE 0100,Schneider,10,Schneider Electric:Communication Module:BMX NOE 0100,16
192.168.158.111,81.13.128.59,1,1,2,0,104,0,52,52,52.0,0.0,0,0,0.0,0.0,1.011,1.011,1.011,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,81.13.128.59,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,110.54.5.154,1,1,5,6,223,301,40,52,44.6,5.64,40,97,50.17,21.0,0.0,0.359,0.254,0.148,0.001,0.34,0.204,0.149,1,0,0,0,0,0,0.0,110.54.5.154,Schneider Electric,PLC:BMX P34 20302,Schneider,10,Schneider Electric:PLC:BMX P34 20302,33
192.168.158.111,94.60.175.76,1,1,5,6,223,300,40,52,44.6,5.64,40,96,50.0,20.62,0.0,0.309,0.228,0.132,0.0,0.31,0.184,0.15,1,0,0,0,0,0,0.0,94.60.175.76,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,85.163.5.204,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.01,2.002,1.506,0.496,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,85.163.5.204,Schneider Electric SAS,Communication Module:TSXETY5103,Schneider,10,Schneider Electric SAS:Communication Module:TSXETY5103,15
192.168.158.111,209.174.151.35,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,209.174.151.35,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,209.174.151.10,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,209.174.151.10,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,209.174.151.9,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,209.174.151.9,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,209.174.151.33,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,209.174.151.33,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,209.174.151.67,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,209.174.151.67,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,209.174.151.8,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,209.174.151.8,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,81.5.106.229,1,1,5,5,223,260,40,52,44.6,5.64,40,96,52.0,22.05,0.0,0.26,0.188,0.109,0.0,0.249,0.123,0.123,1,0,0,0,0,0,0.0,81.5.106.229,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,110.54.219.56,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.007,2.001,1.504,0.497,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,110.54.219.56,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,193.138.188.20,1,1,4,4,183,275,40,52,45.75,5.76,40,151,68.75,47.52,0.0,0.405,0.228,0.169,0.001,0.405,0.223,0.167,1,0,0,0,0,0,0.0,193.138.188.20,TELEMECANIQUE,PLC:TWDLMDA20DRT,Schneider,10,TELEMECANIQUE:PLC:TWDLMDA20DRT,79
192.168.158.111,85.160.100.16,1,1,5,7,223,336,40,52,44.6,5.64,40,96,48.0,19.6,0.0,0.383,0.258,0.152,0.001,0.299,0.171,0.126,1,0,0,0,0,0,0.08399,85.160.100.16,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,96.171.183.30,1,1,5,4,223,223,40,52,44.6,5.64,40,91,55.75,20.93,0.0,0.273,0.183,0.107,0.005,0.273,0.169,0.117,1,0,0,0,0,0,0.0,96.171.183.30,Schneider Electric,Power Meter:A9MEM3455,Schneider,10,Schneider Electric:Power Meter:A9MEM3455,56
192.168.158.111,193.138.163.21,1,1,4,4,183,267,40,52,45.75,5.76,40,143,66.75,44.05,0.0,0.355,0.208,0.151,0.0,0.355,0.204,0.149,1,0,0,0,0,0,0.0,193.138.163.21,TELEMECANIQUE,PLC:TWDLMDA20DRT,Schneider,10,TELEMECANIQUE:PLC:TWDLMDA20DRT,79
192.168.158.111,146.121.138.13,1,1,5,4,223,304,40,52,44.6,5.64,40,176,76.0,57.83,0.0,0.327,0.24,0.138,0.008,0.327,0.215,0.147,1,0,0,0,0,0,0.0,146.121.138.13,Schneider Electric,HMI:HMIGTO4310,Schneider,10,Schneider Electric:HMI:HMIGTO4310,21
192.168.158.111,44.158.250.219,1,1,6,7,274,340,40,52,45.67,5.68,40,96,48.57,19.41,0.0,0.959,0.37,0.345,0.003,1.037,0.27,0.358,1,0,0,0,0,0,0.0,44.158.250.219,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,140.3.74.137,1,1,5,6,235,372,40,52,47.0,5.73,40,168,62.0,47.43,0.0,1.722,0.764,0.662,0.036,0.824,0.495,0.273,1,0,0,0,0,0,0.824031,140.3.74.137,ENTES AS,Power Meter:23000102,ENTES,3,ENTES AS:Power Meter:23000102,1
192.168.158.111,196.128.88.160,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,196.128.88.160,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,214.167.53.240,1,1,5,5,223,312,40,52,44.6,5.64,40,144,62.4,40.84,0.0,0.674,0.328,0.24,0.001,0.503,0.286,0.183,1,0,0,0,0,0,0.0,214.167.53.240,TELEMECANIQUE,PLC:TWDLMDA40D-K,Schneider,10,TELEMECANIQUE:PLC:TWDLMDA40D-K,80
192.168.158.111,44.158.242.127,1,1,4,4,183,216,40,52,45.75,5.76,40,92,54.0,22.0,0.0,0.294,0.195,0.138,0.004,0.294,0.195,0.135,1,0,0,0,0,0,0.0,44.158.242.127,Schneider Electric,PLC:TM221CE24T,Schneider,10,Schneider Electric:PLC:TM221CE24T,41
192.168.158.111,44.158.242.69,1,1,4,4,183,216,40,52,45.75,5.76,40,92,54.0,22.0,0.0,0.282,0.187,0.132,0.003,0.278,0.184,0.128,1,0,0,0,0,0,0.0,44.158.242.69,Schneider Electric,PLC:TM221CE24T,Schneider,10,Schneider Electric:PLC:TM221CE24T,41
192.168.158.111,44.158.242.126,1,1,4,4,183,216,40,52,45.75,5.76,40,92,54.0,22.0,0.0,0.294,0.19,0.134,0.004,0.294,0.193,0.134,1,0,0,0,0,0,0.0,44.158.242.126,Schneider Electric,PLC:TM221CE24T,Schneider,10,Schneider Electric:PLC:TM221CE24T,41
192.168.158.111,44.158.242.121,1,1,4,4,183,216,40,52,45.75,5.76,40,92,54.0,22.0,0.0,0.292,0.194,0.137,0.003,0.292,0.194,0.135,1,0,0,0,0,0,0.0,44.158.242.121,Schneider Electric,PLC:TM221CE24T,Schneider,10,Schneider Electric:PLC:TM221CE24T,41
192.168.158.111,44.158.242.112,1,1,4,4,183,216,40,52,45.75,5.76,40,92,54.0,22.0,0.0,0.292,0.194,0.137,0.004,0.297,0.198,0.137,1,0,0,0,0,0,0.0,44.158.242.112,Schneider Electric,PLC:TM221CE24T,Schneider,10,Schneider Electric:PLC:TM221CE24T,41
192.168.158.111,44.158.242.113,1,1,4,4,183,216,40,52,45.75,5.76,40,92,54.0,22.0,0.0,0.306,0.2,0.141,0.004,0.307,0.204,0.141,1,0,0,0,0,0,0.0,44.158.242.113,Schneider Electric,PLC:TM221CE24T,Schneider,10,Schneider Electric:PLC:TM221CE24T,41
192.168.158.111,81.72.96.25,1,1,5,6,223,296,40,52,44.6,5.64,40,96,49.33,20.87,0.0,0.265,0.195,0.113,0.0,0.265,0.156,0.127,1,0,0,0,0,0,0.0,81.72.96.25,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,176.140.203.217,1,1,5,4,223,181,40,52,44.6,5.64,40,52,45.25,5.36,0.0,0.177,0.115,0.068,0.002,0.177,0.107,0.075,1,0,0,0,0,0,0.0,176.140.203.217,Rockwell Automation/Allen-Bradley,Communication Module:177,Rockwell,8,Rockwell Automation/Allen-Bradley:Communication Module:177,7
192.168.158.111,87.2.181.150,1,1,5,4,223,278,40,52,44.6,5.64,40,150,69.5,46.51,0.0,0.688,0.356,0.245,0.323,0.58,0.438,0.106,1,0,0,0,0,0,0.0,87.2.181.150,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,176.140.214.189,1,1,5,4,223,181,40,52,44.6,5.64,40,52,45.25,5.36,0.0,0.213,0.127,0.078,0.002,0.213,0.118,0.088,1,0,0,0,0,0,0.0,176.140.214.189,Rockwell Automation/Allen-Bradley,Communication Module:177,Rockwell,8,Rockwell Automation/Allen-Bradley:Communication Module:177,7
192.168.158.111,211.106.246.18,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,211.106.246.18,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.112.246.151,1,1,5,6,223,296,40,52,44.6,5.64,40,96,49.33,20.87,0.0,0.262,0.195,0.113,0.001,0.262,0.156,0.127,1,0,0,0,0,0,0.0,89.112.246.151,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,87.36.182.27,1,1,4,4,183,216,40,52,45.75,5.76,40,92,54.0,22.0,0.0,0.351,0.233,0.165,0.002,0.351,0.234,0.164,1,0,0,0,0,0,0.0,87.36.182.27,Schneider Electric,PLC:TM221ME16T,Schneider,10,Schneider Electric:PLC:TM221ME16T,46
192.168.158.111,87.159.203.183,1,1,4,4,183,230,40,52,45.75,5.76,40,102,57.5,25.9,0.0,0.309,0.205,0.145,0.067,0.309,0.204,0.101,1,0,0,0,0,0,0.0,87.159.203.183,Schneider Electric,PLC:TM241CE40T_U,Schneider,10,Schneider Electric:PLC:TM241CE40T_U,52
192.168.158.111,89.216.221.7,1,1,5,3,223,227,40,52,44.6,5.64,40,143,75.67,47.64,0.0,0.781,0.351,0.279,0.31,1.085,0.698,0.388,1,0,0,0,0,0,0.0,89.216.221.7,Schneider Electric SAS,Communication Module:TSXETY4103,Schneider,10,Schneider Electric SAS:Communication Module:TSXETY4103,14
192.168.158.111,152.89.174.224,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.0,2.002,1.501,0.501,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,152.89.174.224,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,96.222.115.140,1,1,6,7,275,336,40,52,45.83,5.84,40,96,48.0,19.6,0.0,1.008,0.41,0.33,0.0,0.365,0.149,0.149,1,0,0,0,0,0,0.0,96.222.115.140,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,94.230.96.18,1,1,4,3,195,132,40,52,48.75,5.07,40,52,44.0,5.66,0.0,1.007,0.497,0.411,0.0,0.271,0.136,0.136,1,0,0,0,0,0,-1.0,94.230.96.18,Ulusoy Elektrik,RTU:UE-RTU32,Eaton,4,Ulusoy Elektrik:RTU:UE-RTU32,82
192.168.158.111,96.222.118.67,1,1,6,5,275,225,40,52,45.83,5.84,40,49,45.0,4.1,0.0,1.007,0.398,0.343,0.081,0.56,0.296,0.189,0,0,0,0,0,0,-1.0,96.222.118.67,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,8,Rockwell Automation/Allen-Bradley:PLC:90,11
192.168.158.111,49.229.255.102,1,1,4,4,183,226,40,52,45.75,5.76,40,98,56.5,24.18,0.0,0.301,0.192,0.136,0.006,0.301,0.194,0.134,1,0,0,0,0,0,0.0,49.229.255.102,Schneider Electric,PLC:BME P58 1020,Schneider,10,Schneider Electric:PLC:BME P58 1020,29
192.168.158.111,4.56.121.118,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,4.56.121.118,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
192.168.158.111,89.235.202.236,1,1,4,3,183,228,40,52,45.75,5.76,40,144,76.0,48.11,0.0,0.336,0.218,0.154,0.318,0.336,0.327,0.009,1,0,0,0,0,0,0.0,89.235.202.236,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.235.203.53,1,1,4,3,183,228,40,52,45.75,5.76,40,144,76.0,48.11,0.0,0.34,0.224,0.158,0.328,0.34,0.334,0.006,1,0,0,0,0,0,0.0,89.235.203.53,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.235.195.13,1,1,4,3,183,228,40,52,45.75,5.76,40,144,76.0,48.11,0.0,0.319,0.21,0.148,0.31,0.319,0.315,0.005,1,0,0,0,0,0,0.0,89.235.195.13,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.235.203.94,1,1,4,3,183,228,40,52,45.75,5.76,40,144,76.0,48.11,0.0,0.32,0.212,0.15,0.314,0.32,0.317,0.003,1,0,0,0,0,0,0.0,89.235.203.94,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.235.202.181,1,1,4,3,183,228,40,52,45.75,5.76,40,144,76.0,48.11,0.0,0.322,0.214,0.151,0.319,0.322,0.321,0.002,1,0,0,0,0,0,0.0,89.235.202.181,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.232.154.101,1,1,4,3,183,228,40,52,45.75,5.76,40,144,76.0,48.11,0.0,0.319,0.209,0.148,0.306,0.319,0.313,0.007,1,0,0,0,0,0,0.0,89.232.154.101,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.232.85.187,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.001,2.002,1.502,0.501,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,89.232.85.187,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,214.1.174.195,1,1,5,7,223,341,40,52,44.6,5.64,40,97,48.71,19.76,0.0,0.303,0.213,0.124,0.003,0.275,0.141,0.12,1,0,0,0,0,0,0.028012,214.1.174.195,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,34.206.32.48,1,1,4,3,183,234,40,52,45.75,5.76,40,150,78.0,50.94,0.0,0.333,0.195,0.142,0.263,0.333,0.298,0.035,1,0,0,0,0,0,0.0,34.206.32.48,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,1.39.114.89,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,1.39.114.89,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,137.77.86.174,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,137.77.86.174,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,95.246.237.6,1,1,2,0,104,0,52,52,52.0,0.0,0,0,0.0,0.0,1.006,1.006,1.006,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,95.246.237.6,Schneider Electric,PLC:TM221CE40T,Schneider,10,Schneider Electric:PLC:TM221CE40T,43
192.168.158.111,161.138.231.224,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,161.138.231.224,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.172.188.123,1,1,5,4,223,230,40,52,44.6,5.64,40,102,57.5,25.9,0.0,0.28,0.209,0.121,0.004,0.278,0.186,0.129,1,0,0,0,0,0,0.0,89.172.188.123,Schneider Electric,PLC:TM241CE40T_U,Schneider,10,Schneider Electric:PLC:TM241CE40T_U,52
192.168.158.111,85.2.75.136,1,1,4,4,183,268,40,52,45.75,5.76,40,144,67.0,44.49,0.0,0.406,0.237,0.172,0.002,0.406,0.235,0.17,1,0,0,0,0,0,0.0,85.2.75.136,TELEMECANIQUE,PLC:TWDLCAA16DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAA16DRF,75
192.168.158.111,110.39.215.219,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,110.39.215.219,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
192.168.158.111,50.80.38.154,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,50.80.38.154,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,87.2.181.150,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,87.2.181.150,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.235.202.236,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,89.235.202.236,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.235.203.53,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,89.235.203.53,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.235.195.13,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,89.235.195.13,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.235.203.94,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,89.235.203.94,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.235.202.181,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,89.235.202.181,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,89.232.154.101,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,89.232.154.101,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,34.206.32.48,1,1,1,0,40,0,40,40,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,34.206.32.48,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10,TELEMECANIQUE:PLC:TWDLCAE40DRF,77
192.168.158.111,194.105.77.90,1,1,4,4,183,177,40,52,45.75,5.76,40,49,44.25,4.26,0.008,0.267,0.179,0.121,0.002,0.275,0.179,0.125,1,0,0,0,0,0,0.0,194.105.77.90,Rockwell Automation/Allen-Bradley,PLC:180,Rockwell,8,Rockwell Automation/Allen-Bradley:PLC:180,10
192.168.158.111,44.158.192.199,1,1,4,4,183,216,40,52,45.75,5.76,40,92,54.0,22.0,0.0,0.645,0.419,0.296,0.062,0.61,0.363,0.227,1,0,0,0,0,0,0.0,44.158.192.199,Schneider Electric,PLC:TM221CE40T,Schneider,10,Schneider Electric:PLC:TM221CE40T,43
192.168.158.111,95.246.159.81,1,1,2,0,104,0,52,52,52.0,0.0,0,0,0.0,0.0,1.008,1.008,1.008,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,95.246.159.81,Schneider Electric,PLC:BMX P34 2020,Schneider,10,Schneider Electric:PLC:BMX P34 2020,32
192.168.158.111,104.147.235.121,1,1,5,4,223,321,40,52,44.6,5.64,40,193,80.25,65.18,0.0,0.249,0.183,0.105,0.009,0.242,0.164,0.11,1,0,0,0,0,0,0.0,104.147.235.121,Schneider Electric,HMI:HMIS5T,Schneider,10,Schneider Electric:HMI:HMIS5T,23
192.168.158.111,44.158.195.50,1,1,5,4,223,216,40,52,44.6,5.64,40,92,54.0,22.0,0.0,0.312,0.233,0.134,0.001,0.312,0.207,0.145,1,0,0,0,0,0,0.0,44.158.195.50,Schneider Electric,PLC:TM221CE40R,Schneider,10,Schneider Electric:PLC:TM221CE40R,42
