src_addr,dst_addr,src_num_port,dst_num_port,src_num_packet,dst_num_packet,src_num_byte,dst_num_byte,src_size_min_packet,src_size_max_packet,src_size_mean_packet,src_size_stddev_packet,dst_size_min_packet,dst_size_max_packet,dst_size_mean_packet,dst_size_stddev_packet,src_time_min_packet,src_time_max_packet,src_time_mean_packet,src_time_stddev_packet,dst_time_min_packet,dst_time_max_packet,dst_time_mean_packet,dst_time_stddev_packet,read_times,read_num_location,read_length_location,write_times,write_num_location,write_length_location,ilrt,IP_addr,vendor,model,label,label_code,new_label,new_label_code
192.168.158.111,50.82.174.149,1,1,7,7,392,390,40,68,56.0,11.11,40,114,55.71,25.53,0.0,0.542,0.19,0.19,0.024,0.415,0.195,0.136,0,0,0,0,0,0,0.0,50.82.174.149,Omron Corporation,Communication Module:23,Omron,0,Omron Corporation:Communication Module:23,6
192.168.158.111,92.107.224.254,1,1,6,5,328,404,40,68,54.67,11.47,40,124,80.8,36.43,0.0,0.448,0.27,0.146,0.066,0.449,0.277,0.137,0,0,0,0,0,0,0.0,92.107.224.254,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.248.198.230,1,1,7,5,368,319,40,68,52.57,11.79,40,123,63.8,31.32,0.0,0.572,0.256,0.202,0.313,0.327,0.32,0.005,0,0,0,0,0,0,0.0,158.248.198.230,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:185,39
192.168.158.111,158.140.72.46,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.345,0.246,0.143,0.31,0.33,0.32,0.008,0,0,0,0,0,0,0.0,158.140.72.46,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,72.238.190.31,1,1,5,6,288,376,40,68,57.6,10.31,40,136,62.67,34.31,0.0,0.876,0.5,0.368,0.0,0.875,0.297,0.319,0,0,0,0,0,0,0.0,72.238.190.31,Rockwell Automation/Allen-Bradley,PLC:151,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:151,31
192.168.158.111,72.238.170.163,1,1,8,8,408,560,40,68,51.0,11.79,40,124,70.0,32.8,0.0,0.546,0.222,0.158,0.06,0.292,0.194,0.081,0,0,0,0,0,0,0.0,72.238.170.163,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.140.131.21,1,1,5,6,288,376,40,68,57.6,10.31,40,136,62.67,34.31,0.0,0.482,0.331,0.195,0.0,0.461,0.24,0.192,0,0,0,0,0,0,0.0,158.140.131.21,Rockwell Automation/Allen-Bradley,PLC:151,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:151,31
192.168.158.111,23.153.65.139,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.007,2.001,1.504,0.497,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,23.153.65.139,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,130.20.145.132,1,1,10,10,524,638,40,68,52.4,9.87,40,123,63.8,31.32,0.0,0.43,0.207,0.129,0.026,0.494,0.231,0.121,0,0,0,0,0,0,0.0,130.20.145.132,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:185,39
192.168.158.111,72.208.68.63,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.0,0.319,0.232,0.134,0.289,0.319,0.306,0.013,0,0,0,0,0,0,0.0,72.208.68.63,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.140.49.69,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.007,2.006,1.507,0.499,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,158.140.49.69,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,72.61.4.239,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.304,0.218,0.126,0.273,0.303,0.289,0.012,0,0,0,0,0,0,0.0,72.61.4.239,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,50.85.6.212,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.11,0.078,0.045,0.096,0.11,0.103,0.006,0,0,0,0,0,0,0.0,50.85.6.212,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,50.85.6.218,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.0,0.105,0.075,0.044,0.094,0.104,0.1,0.004,0,0,0,0,0,0,0.0,50.85.6.218,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.243.18.114,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.01,2.004,1.507,0.497,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,158.243.18.114,Rockwell Automation/Allen-Bradley,PLC:106,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:106,24
192.168.158.111,72.30.71.55,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0.0,0.213,0.157,0.091,0.207,0.213,0.209,0.002,0,0,0,0,0,0,0.0,72.30.71.55,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0,Rockwell Automation/Allen-Bradley:Communication Module:120,11
192.168.158.111,50.85.203.210,1,1,5,5,288,306,40,68,57.6,10.31,40,114,61.2,28.39,0.0,0.292,0.12,0.106,0.099,0.175,0.125,0.03,0,0,0,0,0,0,0.0,50.85.203.210,Omron Corporation,Communication Module:23,Omron,0,Omron Corporation:Communication Module:23,6
192.168.158.111,72.20.114.201,1,1,10,10,524,638,40,68,52.4,9.87,40,123,63.8,31.32,0.0,0.313,0.138,0.114,0.008,0.265,0.137,0.096,0,0,0,0,0,0,0.0,72.20.114.201,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:185,39
192.168.158.111,88.31.172.146,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.0,0.331,0.245,0.141,0.32,0.33,0.325,0.004,0,0,0,0,0,0,0.0,88.31.172.146,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,23.152.96.134,1,1,7,5,368,327,40,68,52.57,11.79,40,131,65.4,34.36,0.0,0.279,0.18,0.127,0.266,0.276,0.27,0.004,0,0,0,0,0,0,0.0,23.152.96.134,Rockwell Automation/Allen-Bradley,PLC:177,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:177,36
192.168.158.111,130.56.164.28,1,1,6,5,328,328,40,68,54.67,11.47,40,124,65.6,30.63,0.0,0.289,0.172,0.132,0.021,0.289,0.21,0.11,0,0,0,0,0,0,0.0,130.56.164.28,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.138.252.135,1,1,7,5,368,318,40,68,52.57,11.79,40,122,63.6,30.94,0.0,0.388,0.243,0.172,0.35,0.388,0.365,0.015,0,0,0,0,0,0,0.0,158.138.252.135,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:185,39
192.168.158.111,158.243.18.116,1,1,6,5,340,323,40,68,56.67,9.64,40,127,64.6,32.84,0.0,1.008,0.431,0.341,0.0,0.29,0.21,0.121,0,0,0,0,0,0,0.0,158.243.18.116,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0,Rockwell Automation/Allen-Bradley:Communication Module:158,13
192.168.158.111,130.75.216.65,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.0,0.331,0.247,0.142,0.321,0.331,0.328,0.005,0,0,0,0,0,0,0.0,130.75.216.65,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.243.27.104,1,1,7,5,368,324,40,68,52.57,11.79,40,128,64.8,33.22,0.0,0.338,0.206,0.146,0.288,0.338,0.307,0.021,0,0,0,0,0,0,0.0,158.243.27.104,Rockwell Automation/Allen-Bradley,PLC:23,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:23,42
192.168.158.111,23.146.73.184,1,1,7,5,368,319,40,68,52.57,11.79,40,119,63.8,29.45,0.0,0.279,0.176,0.125,0.255,0.279,0.263,0.009,0,0,0,0,0,0,0.0,23.146.73.184,"""Rockwell Software","Inc."":Communication Module",Rockwell,0,"""Rockwell Software:Inc."":Communication Module",1
192.168.158.111,72.80.159.13,1,1,5,4,288,275,40,68,57.6,10.31,40,119,68.75,30.75,0.0,0.299,0.224,0.129,0.294,0.3,0.297,0.002,0,0,0,0,0,0,0.0,72.80.159.13,Rockwell Automation/Allen-Bradley,PLC:141,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:141,28
192.168.158.111,74.141.242.120,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.0,0.26,0.193,0.112,0.25,0.26,0.257,0.004,0,0,0,0,0,0,0.0,74.141.242.120,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,74.139.133.160,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.0,0.251,0.183,0.106,0.227,0.251,0.243,0.011,0,0,0,0,0,0,0.0,74.139.133.160,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.138.240.62,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0.0,0.998,0.397,0.367,0.292,0.302,0.296,0.004,0,0,0,0,0,0,0.0,158.138.240.62,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0,Rockwell Automation/Allen-Bradley:Communication Module:58,18
192.168.158.111,65.197.49.223,1,1,5,4,260,160,52,52,52.0,0.0,40,40,40.0,0.0,0.859,1.004,0.903,0.059,0.86,0.89,0.874,0.013,0,0,0,0,0,0,-1.0,65.197.49.223,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.138.240.59,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0.0,0.304,0.219,0.127,0.286,0.303,0.294,0.007,0,0,0,0,0,0,0.0,158.138.240.59,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0,Rockwell Automation/Allen-Bradley:Communication Module:58,18
192.168.158.111,158.243.27.64,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.312,0.226,0.131,0.283,0.312,0.298,0.012,0,0,0,0,0,0,0.0,158.243.27.64,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.138.240.58,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0.0,0.297,0.216,0.125,0.279,0.289,0.283,0.005,0,0,0,0,0,0,0.0,158.138.240.58,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0,Rockwell Automation/Allen-Bradley:Communication Module:58,18
192.168.158.111,158.138.240.56,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0.0,0.289,0.211,0.122,0.278,0.289,0.283,0.004,0,0,0,0,0,0,0.0,158.138.240.56,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0,Rockwell Automation/Allen-Bradley:Communication Module:58,18
192.168.158.111,23.36.70.81,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.0,0.329,0.232,0.135,0.283,0.301,0.294,0.008,0,0,0,0,0,0,0.0,23.36.70.81,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,78.35.20.250,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0.0,0.576,0.305,0.204,0.317,0.323,0.32,0.002,0,0,0,0,0,0,0.0,78.35.20.250,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0,Rockwell Automation/Allen-Bradley:Communication Module:158,13
192.168.158.111,158.243.27.71,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.311,0.23,0.133,0.29,0.31,0.3,0.008,0,0,0,0,0,0,0.0,158.243.27.71,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.138.212.172,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.0,0.349,0.237,0.138,0.292,0.349,0.313,0.025,0,0,0,0,0,0,0.0,158.138.212.172,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,23.36.171.94,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.292,0.215,0.124,0.281,0.291,0.288,0.005,0,0,0,0,0,0,0.0,23.36.171.94,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,196.193.76.75,1,1,8,7,408,520,40,68,51.0,11.79,40,124,74.29,32.91,0.0,0.834,0.366,0.28,0.146,0.608,0.333,0.181,0,0,0,0,0,0,0.0,196.193.76.75,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.243.60.65,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.009,2.003,1.506,0.497,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,158.243.60.65,Rockwell Automation/Allen-Bradley,PLC:151,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:151,31
192.168.158.111,158.138.201.218,1,1,7,5,368,319,40,68,52.57,11.79,40,123,63.8,31.32,0.0,0.308,0.199,0.141,0.283,0.307,0.296,0.009,0,0,0,0,0,0,0.0,158.138.201.218,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:185,39
192.168.158.111,74.137.152.21,1,1,5,6,288,368,40,68,57.6,10.31,40,128,61.33,31.47,0.0,0.312,0.207,0.121,0.0,0.264,0.156,0.127,0,0,0,0,0,0,0.0,74.137.152.21,Rockwell Automation/Allen-Bradley,PLC:154,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:154,34
192.168.158.111,23.39.234.81,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.325,0.238,0.137,0.3,0.325,0.313,0.01,0,0,0,0,0,0,0.0,23.39.234.81,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,74.129.161.10,1,1,6,5,328,348,40,68,54.67,11.47,40,124,69.6,29.35,0.0,0.328,0.193,0.149,0.021,0.323,0.241,0.127,0,0,0,0,0,0,0.0,74.129.161.10,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,23.39.159.199,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.307,0.228,0.131,0.294,0.307,0.301,0.006,0,0,0,0,0,0,0.0,23.39.159.199,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,4.111.67.100,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.288,0.206,0.119,0.265,0.287,0.274,0.01,0,0,0,0,0,0,0.0,4.111.67.100,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,74.70.184.101,1,1,7,6,368,359,40,68,52.57,11.79,40,123,59.83,29.94,0.0,0.885,0.397,0.312,0.023,0.518,0.396,0.188,0,0,0,0,0,0,0.0,74.70.184.101,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:185,39
192.168.158.111,23.39.189.198,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.011,2.002,1.507,0.496,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,23.39.189.198,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,75.191.175.117,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.301,0.217,0.126,0.273,0.301,0.285,0.011,0,0,0,0,0,0,0.0,75.191.175.117,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,4.155.11.36,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0.0,0.309,0.231,0.133,0.307,0.309,0.308,0.001,0,0,0,0,0,0,0.0,4.155.11.36,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0,Rockwell Automation/Allen-Bradley:Communication Module:120,11
192.168.158.111,77.76.157.89,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.572,0.281,0.202,0.268,0.572,0.374,0.14,0,0,0,0,0,0,0.0,77.76.157.89,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,4.56.123.14,1,1,6,5,340,315,40,68,56.67,9.64,40,119,63.0,29.81,0.0,1.02,0.496,0.398,0.077,0.829,0.446,0.266,0,0,0,0,0,0,0.0,4.56.123.14,Rockwell Automation/Allen-Bradley,PLC:141,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:141,28
192.168.158.111,106.187.202.131,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.003,2.007,1.505,0.502,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,106.187.202.131,Rockwell Automation/Allen-Bradley,PLC:107,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:107,25
192.168.158.111,158.243.60.91,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.006,2.009,1.508,0.502,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,158.243.60.91,Rockwell Automation/Allen-Bradley,PLC:151,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:151,31
192.168.158.111,200.17.235.105,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0.0,0.33,0.241,0.139,0.315,0.319,0.317,0.002,0,0,0,0,0,0,0.0,200.17.235.105,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0,Rockwell Automation/Allen-Bradley:Communication Module:158,13
192.168.158.111,23.40.67.220,1,1,6,5,328,327,40,68,54.67,11.47,40,123,65.4,30.25,0.0,0.24,0.145,0.107,0.029,0.24,0.178,0.086,0,0,0,0,0,0,0.0,23.40.67.220,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,23.97.149.189,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.328,0.235,0.136,0.29,0.328,0.31,0.015,0,0,0,0,0,0,0.0,23.97.149.189,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,74.72.205.130,1,1,7,5,368,327,40,68,52.57,11.79,40,131,65.4,34.36,0.0,0.244,0.161,0.114,0.241,0.243,0.242,0.001,0,0,0,0,0,0,0.0,74.72.205.130,Rockwell Automation/Allen-Bradley,PLC:176,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:176,35
192.168.158.111,158.243.128.104,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.35,0.253,0.147,0.322,0.35,0.34,0.013,0,0,0,0,0,0,0.0,158.243.128.104,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,23.97.181.235,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.33,0.24,0.139,0.301,0.33,0.32,0.013,0,0,0,0,0,0,0.0,23.97.181.235,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.241.177.103,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.0,0.716,0.344,0.254,0.328,0.34,0.333,0.005,0,0,0,0,0,0,0.0,158.241.177.103,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,179.36.66.248,1,1,5,6,288,368,40,68,57.6,10.31,40,128,61.33,31.47,0.0,0.662,0.305,0.235,0.0,0.291,0.17,0.138,0,0,0,0,0,0,0.0,179.36.66.248,Rockwell Automation/Allen-Bradley,PLC:154,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:154,34
192.168.158.111,158.241.178.35,1,1,5,4,288,269,40,68,57.6,10.31,40,109,67.25,26.07,0.0,0.32,0.236,0.136,0.31,0.32,0.316,0.004,0,0,0,0,0,0,0.0,158.241.178.35,Omron Corporation,PLC:1664,Omron,0,Omron Corporation:PLC:1664,8
192.168.158.111,49.59.167.42,1,1,5,6,288,368,40,68,57.6,10.31,40,128,61.33,31.47,0.0,0.313,0.234,0.135,0.0,0.311,0.186,0.152,0,0,0,0,0,0,0.0,49.59.167.42,Rockwell Automation/Allen-Bradley,PLC:107,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:107,25
192.168.158.111,158.241.163.230,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.428,0.267,0.161,0.29,0.349,0.31,0.027,0,0,0,0,0,0,0.0,158.241.163.230,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,179.36.66.177,1,1,6,5,340,311,40,68,56.67,9.64,40,115,62.2,28.32,0.0,1.017,0.574,0.331,0.08,0.719,0.452,0.232,0,0,0,0,0,0,0.0,179.36.66.177,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0,Rockwell Automation/Allen-Bradley:Communication Module:58,18
192.168.158.111,74.174.246.213,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.306,0.223,0.129,0.279,0.306,0.294,0.011,0,0,0,0,0,0,0.0,74.174.246.213,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,94.106.95.224,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70.0,32.8,0.0,0.311,0.228,0.132,0.298,0.311,0.303,0.006,0,0,0,0,0,0,0.0,94.106.95.224,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,75.112.156.156,1,1,7,5,368,327,40,68,52.57,11.79,40,131,65.4,34.36,0.0,0.288,0.19,0.134,0.28,0.288,0.283,0.003,0,0,0,0,0,0,0.0,75.112.156.156,Rockwell Automation/Allen-Bradley,PLC:176,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:176,35
192.168.158.111,158.138.201.217,1,1,8,7,408,518,40,68,51.0,11.79,40,123,74.0,32.47,0.0,0.437,0.179,0.129,0.062,0.22,0.147,0.065,0,0,0,0,0,0,0.0,158.138.201.217,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.241.163.175,1,1,5,6,288,368,40,68,57.6,10.31,40,128,61.33,31.47,0.0,0.58,0.292,0.205,0.008,0.298,0.178,0.138,0,0,0,0,0,0,0.0,158.241.163.175,Rockwell Automation/Allen-Bradley,PLC:107,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:107,25
192.168.158.111,179.49.15.231,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.0,0.314,0.231,0.133,0.296,0.314,0.307,0.008,0,0,0,0,0,0,0.0,179.49.15.231,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.138.201.226,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.0,0.582,0.31,0.207,0.302,0.337,0.319,0.014,0,0,0,0,0,0,0.0,158.138.201.226,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.138.150.236,1,1,7,5,380,328,40,68,54.29,10.66,40,124,65.6,30.63,0.0,1.002,0.339,0.334,0.01,0.328,0.237,0.132,0,0,0,0,0,0,0.0,158.138.150.236,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.138.35.180,1,1,5,7,288,416,40,68,57.6,10.31,40,136,59.43,32.74,0.0,0.58,0.379,0.233,0.0,0.563,0.214,0.221,0,0,0,0,0,0,0.007018,158.138.35.180,Rockwell Automation/Allen-Bradley,PLC:151,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:151,31
192.168.158.111,75.189.219.151,1,1,8,7,408,518,40,68,51.0,11.79,40,123,74.0,32.47,0.0,0.268,0.156,0.078,0.125,0.224,0.158,0.033,0,0,0,0,0,0,0.0,75.189.219.151,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,16.229.44.118,1,1,10,10,524,636,40,68,52.4,9.87,40,122,63.6,30.94,0.0,0.546,0.236,0.17,0.001,0.387,0.227,0.112,0,0,0,0,0,0,0.0,16.229.44.118,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:185,39
192.168.158.111,158.138.74.42,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.0,0.483,0.276,0.175,0.292,0.328,0.304,0.017,0,0,0,0,0,0,0.0,158.138.74.42,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:90,43
192.168.158.111,158.138.9.16,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.015,2.012,1.514,0.499,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,158.138.9.16,Rockwell Automation/Allen-Bradley,PLC:150,Rockwell,0,Rockwell Automation/Allen-Bradley:PLC:150,30
192.168.158.111,23.127.233.100,1,1,3,0,156,0,52,52,52.0,0.0,0,0,0.0,0.0,1.012,2.011,1.511,0.499,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,23.127.233.100,Rockwell Automation/Allen-Bradley,Communication Module:99,Rockwell,0,Rockwell Automation/Allen-Bradley:Communication Module:99,20
