ip_addr,src_port,corporation,vendor,device_type,product_code,product_name,revision
96.110.162.52,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
188.145.186.237,44818,Omron,Omron Corporation,PLC,1664,NJ101,2.5
146.96.250.78,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA C/21.06,2.21
188.145.186.238,44818,Omron,Omron Corporation,HMI,1658,NA5-Series,1.1
96.111.53.239,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
146.103.166.133,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,6.3
158.143.241.81,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA C/21.02,2.21
96.226.68.2,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA C/21.06,2.21
146.122.6.24,44818,Schneider,Schneider Electric,PLC,2057,BMEP581020,2.7
44.178.136.132,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB C/21.02,2.21
70.153.29.207,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
143.92.37.55,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,153,1769-L16ER/B LOGIX5316ER,20.18
158.143.29.175,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,106,1769-L30ER/A LOGIX5330ER,20.13
96.161.176.98,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA C/21.02,2.21
44.178.136.130,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
70.237.1.227,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
193.227.168.222,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/10.00,2.1
158.143.51.14,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/13 - DC 3.54 ,3.13
96.181.138.253,44818,Rockwell,Rockwell Automation/Allen-Bradley,HMI,47,PanelView Plus_6 1000,3.1
158.165.190.249,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/14.00,2.14
44.178.138.31,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/11.00,2.11
146.122.4.87,44818,Moxa,"Moxa, Inc.",Communication Module,1024,MOXA MGate EIP3170 Gateway,1.3
68.126.168.249,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,177,1747-L552/C C/11 - DC 3.46 ,3.11
96.181.138.252,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,90,1794-AENT/B,4.2
158.143.107.65,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/16.00,2.16
95.107.244.99,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/14.00,2.14
158.164.180.230,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,153,1769-L16ER/B LOGIX5316ER,30.11
158.143.110.126,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/00.00,2.1
158.164.180.227,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,153,1769-L16ER/B LOGIX5316ER,24.11
189.253.158.170,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,13.28
68.126.162.113,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,152,1769-L19ER-BB1B/A LOGIX5319ER,30.11
146.122.4.122,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/9.00,2.9
158.164.38.189,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,24.11
45.2.170.76,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
68.126.162.169,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.19
158.164.72.93,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA C/21.02,2.21
68.126.21.106,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/11.00,2.11
61.107.201.192,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
96.183.15.106,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,166,1756-EN2T/D,10.7
158.164.206.146,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
61.113.153.64,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/11.00,2.11
95.107.241.98,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/14.00,2.14
96.184.223.150,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/11.00,2.11
61.113.169.81,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,106,1769-L30ER/A LOGIX5330ER,21.11
158.164.206.148,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
96.186.81.204,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/14.00,2.14
61.117.55.92,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA C/21.02,2.21
158.164.206.151,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
146.122.4.120,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/9.00,2.9
61.117.171.236,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/A LOGIX5318ER,21.11
158.164.137.10,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
68.143.78.146,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,19,1747-L551 C/11 - DC 2.80 ,3.11
158.164.137.9,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/14.00,2.14
176.140.214.189,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,177,"1408-EM3A-ENT, Series B",4.11
158.143.110.188,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/11.00,2.11
96.187.165.82,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,20.12
217.202.208.250,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,20.13
96.188.203.114,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/15.00,2.15
61.189.146.250,44818,Rockwell,Rockwell Automation/Allen-Bradley,HMI,45,PanelView Plus_6 700,3.1
97.83.160.94,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,151,1768-ENBT/A,4.1
217.180.131.204,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,20.13
99.100.71.208,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA C/21.02,2.21
217.23.98.26,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,20.13
158.164.137.131,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,26.12
176.140.203.217,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,177,"1408-EM3A-ENT, Series B",4.11
217.39.142.209,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,16.21
99.61.166.101,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,150,1769-L24ER-QBFC1B/A LOGIX5324ER,20.12
158.164.152.72,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
99.61.166.5,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,150,1769-L24ER-QBFC1B/A LOGIX5324ER,20.12
158.143.110.187,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/00.00,2.1
215.105.61.145,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
155.40.165.195,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/16.00,2.16
158.164.190.207,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,153,1769-L16ER/A LOGIX5316ER,32.11
95.235.2.46,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.12
98.213.83.213,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
61.188.253.2,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,4.3
158.166.86.185,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/10 - DC 3.46 ,3.1
146.122.4.121,44818,Moxa,"Moxa, Inc.",Communication Module,1024,MOXA MGate EIP3170 Gateway,1.3
95.196.202.80,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
68.245.40.18,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,20.12
61.188.253.3,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/11 - DC 3.46 ,3.11
176.140.102.213,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,177,"1408-EM3A-ENT, Series B",4.11
95.196.202.81,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
95.196.202.83,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
95.196.202.82,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
215.193.111.48,44818,Yokogawa,Yokogawa Electric Corporation,Data Logger,5,MW100,1.1
158.166.245.238,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWAA B/11.00,2.11
146.122.2.40,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,152,1769-L19ER-BB1B/A LOGIX5319ER,30.14
158.166.245.241,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA C/21.02,2.21
158.166.244.170,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/11.00,2.11
146.122.3.193,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/B LOGIX5318ER,30.11
158.132.145.43,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/11.00,2.11
158.166.45.114,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
215.193.111.33,44818,Yokogawa,Yokogawa Electric Corporation,Data Logger,6,DX1000/2000,1.1
146.122.1.110,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/B LOGIX5318ER,26.13
69.46.140.7,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA C/21.02,2.21
158.166.45.117,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
94.122.233.219,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/13.00,2.13
69.45.232.68,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/11.00,2.11
146.122.13.9,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,152,1769-L19ER-BB1B/A LOGIX5319ER,30.11
158.166.106.229,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,26.13
146.122.15.68,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,152,1769-L19ER-BB1B/A LOGIX5319ER,30.14
69.44.173.210,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
146.122.13.10,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/B LOGIX5318ER,30.11
158.143.101.42,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
158.136.49.160,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,28.12
67.121.226.220,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
146.122.12.68,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/B LOGIX5318ER,30.11
215.239.60.34,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,19.11
67.61.189.80,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
176.136.174.8,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/10 - DC 3.46 ,3.1
158.143.101.43,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
61.187.35.105,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
215.10.195.56,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA C/21.02,2.21
67.61.189.81,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
61.184.234.181,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
215.36.92.226,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,20.12
146.121.183.241,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/11 - DC 3.46 ,3.11
158.143.66.58,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/B LOGIX5318ER,26.13
67.61.189.82,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
61.159.110.135,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,20.12
220.214.185.104,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,151,1768-ENBT/A,4.4
193.141.12.118,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
67.61.189.83,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
61.144.103.33,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/15.00,2.15
158.164.242.215,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,178,1769-L36ERMS/B LOGIX5370SAFETY,33.13
158.143.217.134,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/14.00,2.14
67.61.189.84,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
176.136.181.194,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/10 - DC 3.46 ,3.1
61.140.91.206,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
67.61.189.85,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
61.138.158.109,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,20.12
146.121.160.190,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,20.12
67.61.189.86,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
61.139.113.99,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
94.53.45.76,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA A/7.00,1.7
158.232.48.87,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16DWD B/12.00,2.12
146.121.163.196,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/9.00,2.9
61.128.205.193,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
67.61.189.87,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
61.45.252.189,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
67.134.57.226,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,106,1769-L30ER/A LOGIX5330ER,26.13
158.143.204.214,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/B LOGIX5318ER,20.14
158.241.155.159,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,19.15
61.81.230.18,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
158.143.178.131,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/10.00,2.1
61.82.110.248,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
158.143.178.130,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/10.00,2.1
67.134.59.219,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
61.83.103.99,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA C/21.02,2.21
158.143.175.214,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/14.00,2.14
158.232.48.60,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16DWD B/16.00,2.16
52.60.140.26,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/14.00,2.14
52.60.141.164,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/14.00,2.14
52.12.251.85,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,20.12
53.116.251.91,44818,Omron,Omron Corporation,Communication Module,23,CJ2M-EIP21,2.2
53.116.99.203,44818,Omron,Omron Corporation,Communication Module,23,CJ2M-EIP21,2.2
158.240.63.72,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
67.134.59.222,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
53.115.94.96,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,19.15
53.114.174.133,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/10.00,2.1
146.121.163.199,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/12.00,2.12
53.114.174.135,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
213.102.81.214,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
158.232.233.208,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,24.11
67.234.140.31,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
176.136.93.190,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/10 - DC 3.46 ,3.1
66.204.185.176,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/10.00,2.1
158.232.233.212,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.12
194.105.77.95,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,180,2080-LC20-20QWB,8.11
194.105.77.91,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,180,2080-LC20-20QWB,7.13
66.103.190.161,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,217,5069-L320ER/A,29.11
158.232.28.50,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,151,1769-L27ERM-QxC1B/A LOGIX5327ERM,20.19
146.121.163.6,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.19
194.105.77.90,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,180,2080-LC20-20QWB,7.13
66.114.253.85,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA C/21.02,2.21
158.232.220.212,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
66.115.70.137,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,3.9
194.105.77.89,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/12.00,2.12
212.97.145.15,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,4.8
212.110.189.24,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
212.110.187.87,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA C/21.02,2.21
158.232.217.143,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/13 - DC 3.54 ,3.13
146.121.164.255,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/B LOGIX5318ER,30.11
212.110.187.49,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA C/21.02,2.21
66.216.223.188,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,20.12
208.124.138.27,44818,Omron,Omron Corporation,Communication Module,23,CJ2M-EIP21,2.3
208.126.241.31,44818,Omron,Omron Corporation,Communication Module,23,CJ2M-EIP21,2.2
146.121.247.208,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/A LOGIX5318ER,30.14
66.225.187.23,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
208.126.234.23,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,19.15
66.245.144.238,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.19
146.121.247.215,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/A LOGIX5318ER,30.14
66.185.195.127,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA A/5.00,1.5
146.120.73.150,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,6.6
66.207.34.157,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
146.44.189.73,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB C/21.02,2.21
194.105.77.88,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/14.00,2.14
158.143.173.27,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,141,2080-LC50-24QWB,12.11
51.8.2.200,44818,Omron,Omron Corporation,Communication Module,23,CJ2M-EIP21,2.3
146.1.114.190,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
65.154.54.230,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
158.232.217.142,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/13 - DC 3.54 ,3.13
158.143.166.216,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,19.11
146.1.114.29,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWAA B/13.00,2.13
93.102.157.230,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,141,2080-LC50-24QWB,12.11
146.1.114.26,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWAA B/13.00,2.13
158.143.166.215,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,106,1769-L30ER/A LOGIX5330ER,28.12
208.126.216.153,44818,Omron,Omron Corporation,Communication Module,23,CJ2M-EIP21,2.2
146.0.91.248,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
158.143.166.217,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,106,1769-L30ER/A LOGIX5330ER,28.12
146.254.106.91,44818,Rockwell,Rockwell Automation/Allen-Bradley,HMI,47,PanelView Plus_6 1000,3.1
158.143.161.189,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
194.105.77.82,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
51.9.38.203,44818,Omron,Omron Corporation,Communication Module,13,CJ2B-EIP21,2.1
176.136.199.253,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/10 - DC 3.46 ,3.1
158.232.217.156,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/13 - DC 3.54 ,3.13
51.9.98.25,44818,Omron,Omron Corporation,Communication Module,23,CJ2M-EIP21,2.2
158.142.13.106,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/11 - DC 3.46 ,3.11
65.245.64.159,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/11.00,2.11
208.12.173.1,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/13 - DC 3.54 ,3.13
51.11.146.250,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,149,1769-L24ER-QB1B/A LOGIX5324ER,20.12
50.80.92.106,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA C/21.02,2.21
50.80.32.223,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,16.22
65.246.181.70,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/10.00,2.1
93.119.14.165,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,106,1769-L30ER/A LOGIX5330ER,21.11
65.249.105.121,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
146.254.106.95,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,20.12
65.249.210.249,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
194.105.77.81,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,180,2080-LC20-20QWB,7.14
146.187.216.128,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
176.136.130.227,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/10 - DC 3.46 ,3.1
